Company Name,Description,Hot Lead / warm lead / cool lead,Last Contact Date,Sales Rep,Name,Phone,fax / second number / extension,email,Second email,Type
Park Lane Condominiums,,,,, ,(847) 692-2668,,,,Condo list
Park Lincoln Condominium Assn,,,,, ,(847) 933-1921,,,,Condo list
Park Monroe,,,,,Hall Audra,(312) 855-0550,,,,Condo list
Park Newberry Condominium Assn,,,,, ,(312) 951-6627,,,,Condo list
Park Of River Oak Condos,,,,, ,(708) 832-9500,,,,Condo list
Park Park Condominiums,,,,, ,(847) 593-7891,,,,Condo list
Park Place Condo I,,,,, ,(847) 439-0760,,,,Condo list
Park Royal Condo,,,,, ,(630) 595-7508,,,,Condo list
Park Royal Condo Assn,,,,, ,(630) 616-1032,,,,Condo list
Park Shore Condominium Assn,,,,,Friend Christine,(312) 540-6800,,,,Condo list
Park Station Blvd Condominiums,,,,, ,(708) 349-1888,,,,Condo list
Park View At Rivereast Condo,,,,,Sivric Max,(312) 644-2020,,,,Condo list
Park View Condominiums,,,,, ,(847) 394-9953,,,,Condo list
Park View Condominiums,,,,,Hanson Gary,(309) 452-6166,,,,Condo list
Park West Condo Assn,,,,,Wirtanen Kerry,(847) 419-9250,,,,Condo list
Parkside Of Old Town LLC,,,,, ,(312) 475-9648,,,,Condo list
Parkside Of Old Town LLC,,,,, ,(312) 787-0371,,,,Condo list
Parkside Old Town Condo Assn,,,,, ,(312) 202-0398,,,,Condo list
Parkside Old Town Midrise,,,,, ,(312) 475-0556,,,,Condo list
Parkview Condo Assn,,,,, ,(708) 488-1564,,,,Condo list
Parkview Manor Condominium,,,,, ,(773) 267-4712,,,,Condo list
Paulina Condo Assn,,,,, ,(773) 278-1781,,,,Condo list
Paulina Rascher Condominium,,,,, ,(773) 293-0394,,,,Condo list
Paulina Ridge Condominium,,,,, ,(773) 907-8996,,,,Condo list
Paulina Street Condo Assn,,,,, ,(773) 878-8001,,,,Condo list
Pebble Creek Condominiums,,,,, ,(847) 724-9802,,,,Condo list
Penthouse West Condo Assn,,,,, ,(847) 424-9972,,,,Condo list
Perrie Grove II Condo Rentals,,,,, ,(847) 895-0379,,,,Condo list
Perry Lane Condo,,,,, ,(847) 296-1995,,,,Condo list
Pheasant Creek Condominiums,,,,, ,(847) 559-0213,,,,Condo list
Pierce Place Condo Assoc,,,,, ,(630) 773-1180,,,,Condo list
Pierre,,,,,Chalifoux Dan,(773) 871-6051,,,,Condo list
Pine Grove Court Condominiums,,,,, ,(773) 529-2719,,,,Condo list
Pine Tree Court Condo Assoc,,,,, ,(773) 545-5568,,,,Condo list
Pines Master Management,,,,, ,(708) 342-1590,,,,Condo list
Plaza 32 Condominium Assn,,,,,Abraumsky Douglas,(773) 472-3232,,,,Condo list
Plaza 440,,,,,Frewin Hugo,(312) 670-0440,,,,Condo list
Plaza On Dewitt Condominium,,,,, ,(312) 943-4443,,,,Condo list
Pleasant Maple Condo,,,,, ,(708) 386-8492,,,,Condo list
Polo Tower,,,,,Oliver Karolina,(773) 477-2247,,,,Condo list
Ponds Of Naperville,,,,, ,(630) 778-9888,,,,Condo list
Portals At Grant Place Condo,,,,, ,(773) 281-5630,,,,Condo list
Prairie Condominium,,,,, ,(312) 842-4924,,,,Condo list
Prairie Crossing Sta Condos,,,,, ,(847) 548-0758,,,,Condo list
Prairie District Tower Condo,,,,, ,(312) 765-0960,,,,Condo list
Prairie Path Estates,,,,, ,(630) 499-7780,,,,Condo list
Prairie Station,,,,, ,(847) 864-4183,,,,Condo list
Pratt Lakeview Condo Assn Inc,,,,, ,(773) 338-5976,,,,Condo list
Premier Residential Mgmt Co,,,,,Mcarthur Heather,(847) 415-2540,,,,Condo list
Private Residences At Ontario,,,,,Weiner Marci,(312) 664-6200,,,,Condo list
Promenade Condo Assoc,,,,, ,(312) 563-1201,,,,Condo list
Promontory Apartments Trust,,,,,Wah Annie,(773) 684-9108,,,,Condo list
Property Partners,,,,, ,(630) 837-8400,,,,Condo list
Quadrangle House Condos,,,,,Blank Lori,(773) 955-2300,,,,Condo list
Quarry Stone Pond Condominium,,,,, ,(630) 482-3279,,,,Condo list
Quarry Stone Pond Condomunium,,,,, ,(630) 761-0033,,,,Condo list
Quarters At Lexington Estates,,,,,Roe Bill,(618) 467-0700,,,,Condo list
Quincy Park,,,,, ,(847) 459-0350,,,,Condo list
R & D 659 Condominium Assn,,,,, ,(312) 559-8999,,,,Condo list
Racine Tower Condo Assoc,,,,, ,(312) 491-8427,,,,Condo list
Railroad Coneners Condos,,,,, ,(815) 338-7863,,,,Condo list
Raintree Village,,,,,Wise Laurie,(630) 882-9241,,,,Condo list
Randall North Bus Ctr Condo,,,,, ,(815) 444-9716,,,,Condo list
Randall West Homeowners Assn,,,,,Marion Kimberly,(630) 859-9577,,,,Condo list
Randville Condo Assoc,,,,, ,(847) 202-6126,,,,Condo list
Ravines Condominium Assn,,,,,Metz Ken,(847) 432-4779,,,,Condo list
Redondo Condo Assn,,,,, ,(630) 985-3276,,,,Condo list
Regal Loft Condos,,,,, ,(773) 832-1700,,,,Condo list
Regatta Condominiums,,,,, ,(312) 540-0290,,,,Condo list
Regency Condo Assoc,,,,, ,(773) 561-4267,,,,Condo list
Regency East Condominium,,,,, ,(217) 344-2682,,,,Condo list
Regent Villa Condominium Assn,,,,, ,(847) 446-1865,,,,Condo list
Renaisance,,,,, ,(773) 271-4839,,,,Condo list
Rentals Jade,,,,, ,(618) 294-8888,,,,Condo list
Reserve At The Merit Club,,,,,Sandberg Bill,(847) 680-0090,,,,Condo list
Residences At 900 Condo Assn,,,,, ,(312) 266-2007,,,,Condo list
Residences At Grand Plaza,,,,,Kitsberg Steve,(312) 222-9466,,,,Condo list
Residences At The Grove,,,,,Sandgren Mark,(630) 261-9194,,,,Condo list
Residences On The Lake Condo,,,,, ,(773) 363-0304,,,,Condo list
Residents At 41 East 8th St,,,,, ,(312) 360-1411,,,,Condo list
Richie Tower Properties Sudler,,,,,Joyce Ed,(312) 649-0417,,,,Condo list
Ridge Square Condominiums,,,,, ,(847) 823-9585,,,,Condo list
Ridgehouse Condominium Assn,,,,, ,(773) 508-9377,,,,Condo list
Ridgeland Condominium Assoc,,,,, ,(708) 763-3117,,,,Condo list
Ridgewood Condo Assoc,,,,, ,(708) 484-7021,,,,Condo list
River Crossing Southeast LLC,,,,,Tucker Jim,(847) 695-0006,,,,Condo list
River North Commons Condo,,,,, ,(312) 280-1632,,,,Condo list
River Oaks Homeowners Assn,,,,,Williams L,(708) 832-9188,,,,Condo list
River Plaza Condo Assoc,,,,,Budwig Peggy,(312) 644-3300,,,,Condo list
River Trail Condominium,,,,, ,(847) 541-8464,,,,Condo list
River Village Loft Condo Assn,,,,, ,(312) 923-0037,,,,Condo list
Rivera Condominium Assn,,,,, ,(630) 858-9751,,,,Condo list
Riverbank Lofts Condo Assn,,,,, ,(312) 527-1690,,,,Condo list
Rivershire Condominium Assoc,,,,, ,(847) 634-2700,,,,Condo list
Riverview Condominiums,,,,,Goetz Stephanie,(312) 464-9474,,,,Condo list
Riverwalk Condo A,,,,, ,(847) 298-6647,,,,Condo list
Riverwalk Condominiums,,,,, ,(847) 297-5534,,,,Condo list
Riverwood Condos,,,,,Miller John,(708) 841-9807,,,,Condo list
Roberts Hills Condo Assn,,,,, ,(708) 599-8535,,,,Condo list
Rose Court Condominiums,,,,, ,(773) 764-3770,,,,Condo list
Royal Glen Condominiums,,,,,Marello Sharon,(630) 629-3550,,,,Condo list
Royal Hawaii Condos,,,,,Williams David,(847) 551-3085,,,,Condo list
Royalle Condominium,,,,, ,(312) 654-1882,,,,Condo list
Royalton Tower,,,,,Miner Greg,(312) 867-1444,,,,Condo list
Rush Chestnut LLC,,,,,Van Vlymen Barbara,(312) 475-0629,,,,Condo list
Russet House Condo Assn,,,,, ,(847) 673-3582,,,,Condo list
San Francisco Condos,,,,, ,(708) 385-0686,,,,Condo list
San Tropai Condo Assn,,,,, ,(847) 358-8680,,,,Condo list
San Tropai Condo Assn Bldg Two,,,,, ,(847) 358-5042,,,,Condo list
Sanctuary,,,,, ,(847) 439-6155,,,,Condo list
Sandburg Village Assn,,,,, ,(312) 787-0800,,,,Condo list
Sandpebble III Condo Assoc,,,,, ,(847) 279-8629,,,,Condo list
Sandpebble Walk Building 2,,,,, ,(847) 541-0512,,,,Condo list
Scenic Tree Conversions,,,,,Siaw Candee,(708) 598-0210,,,,Condo list
Schaumburg Terrace Condo Assoc,,,,, ,(847) 843-2151,,,,Condo list
Seasons Lodge & Condominiums,,,,,Krueger Amy,(618) 629-2600,,,,Condo list
Seminary Commons Condo Assoc,,,,, ,(773) 327-2165,,,,Condo list
Seven Bridges Condominium,,,,, ,(630) 241-4380,,,,Condo list
Seventeen Fifty Five Park East,,,,, ,(630) 510-1550,,,,Condo list
Sexton Condominium,,,,, ,(312) 245-0700,,,,Condo list
Sheridan Lakeside Condo Assoc,,,,, ,(773) 973-2724,,,,Condo list
Sherman Condominum Assn,,,,, ,(847) 424-0463,,,,Condo list
Sherman Place Condominium Assn,,,,, ,(847) 491-0864,,,,Condo list
Sherman Terrace Condo,,,,, ,(847) 733-1523,,,,Condo list
Sherwin On The Lake,,,,,Mueller Andy,(773) 743-6271,,,,Condo list
Ship House Condo Assoc,,,,, ,(773) 342-0133,,,,Condo list
Shoreline Tower Condominium,,,,,Collins Linda,(773) 761-6625,,,,Condo list
Shorewood Condominiums,,,,, ,(630) 653-3876,,,,Condo list
Silver Cloud Condominium Homes,,,,, ,(773) 684-5900,,,,Condo list
Sissilla Condominiims Inc,,,,, ,(847) 869-3546,,,,Condo list
Six Five Three Five Wood Lawn,,,,, ,(773) 752-8544,,,,Condo list
Sixteen 36 Condo Assn,,,,, ,(773) 248-4972,,,,Condo list
Sixteen Hinman Assn,,,,, ,(847) 869-3880,,,,Condo list
Sixteen Sixty Condominium Assn,,,,, ,(312) 787-5940,,,,Condo list
Sixty Thirty Sheridan Condo,,,,, ,(773) 878-2020,,,,Condo list
Skokie Boulevard Condo,,,,, ,(847) 679-6534,,,,Condo list
Skybridge Condominium Assn,,,,,Hanna Steve,(312) 559-2830,,,,Condo list
Smith Park Commons Condominium,,,,, ,(312) 492-6982,,,,Condo list
Somerset Condominum,,,,, ,(815) 459-9618,,,,Condo list
South Commons Condo Assn,,,,, ,(312) 794-5511,,,,Condo list
South Commons Condominium Assn,,,,,Maloney John,(312) 842-9720,,,,Condo list
South Commons Condos,,,,, ,(847) 236-0640,,,,Condo list
South Cornell Condominium Inc,,,,, ,(773) 363-1281,,,,Condo list
South Point Condominium,,,,, ,(708) 425-4052,,,,Condo list
South Valley Lo Condo Assoc,,,,, ,(847) 657-1148,,,,Condo list
Southport Condo Assn,,,,, ,(773) 525-5692,,,,Condo list
Spanish Counts,,,,, ,(630) 545-2851,,,,Condo list
Spanish Courts Condominium,,,,, ,(630) 545-2836,,,,Condo list
Springside Condo Assn,,,,, ,(630) 241-1475,,,,Condo list
St Joseph Condominium Assn,,,,, ,(630) 960-5743,,,,Condo list
St Joseph Creek Condo Assn,,,,, ,(630) 515-1776,,,,Condo list
St Joseph Creek Condominiums,,,,, ,(630) 960-5741,,,,Condo list
St Michaels Condo Assoc,,,,, ,(312) 587-3539,,,,Condo list
St Michaels Square Homeowners,,,,, ,(312) 787-8322,,,,Condo list
Stadium Center Loft Condo,,,,, ,(312) 492-6569,,,,Condo list
Stampworks Condo-Intercom,,,,, ,(773) 227-8703,,,,Condo list
State Tower Condominiums,,,,,Laski Harry,(312) 943-0697,,,,Condo list
Stateway Associates LLC,,,,,Miller James,(312) 328-1100,,,,Condo list
Steeple Hill Condo Assoc,,,,,Rojas Bertha,(847) 885-7850,,,,Condo list
Steepmeadow Condominiums,,,,,Goldstein Dan,(309) 788-0456,,,,Condo list
Sterling Condo Assoc,,,,, ,(312) 467-0238,,,,Condo list
Sterling Private Residence,,,,, ,(312) 494-9865,,,,Condo list
Stone Bridge Condo Assn 1,,,,, ,(708) 799-6840,,,,Condo list
Stonecrest Condominiums,,,,, ,(847) 439-4773,,,,Condo list
Stonegate Terrance Cndmnms,,,,, ,(630) 833-4035,,,,Condo list
Stony Creek Homeowners Assoc,,,,, ,(708) 974-3434,,,,Condo list
Stony Ridge Condominiums,,,,, ,(815) 395-0087,,,,Condo list
Stratford Green Condo Assn,,,,,Jarka Larry,(630) 654-2022,,,,Condo list
Stratford South Commons Condo,,,,, ,(312) 842-9596,,,,Condo list
Summit Ridge Condominium Assn,,,,, ,(309) 752-9600,,,,Condo list
Super Auto Repair & Body Shop,,,,,Alegria Lilia,(312) 666-8888,,,,Condo list
Surf Condo Assn,,,,, ,(773) 935-0465,,,,Condo list
Tannery Loft Condominiums,,,,, ,(773) 276-1179,,,,Condo list
Ten East Delaware Condo Assoc,,,,, ,(312) 255-9700,,,,Condo list
Terra Cotta Commons,,,,, ,(773) 525-5489,,,,Condo list
Terrace Condominium,,,,, ,(708) 366-7747,,,,Condo list
Terrace Maintenance Assoc,,,,, ,(708) 687-9099,,,,Condo list
Terrace Place West Condo Assn,,,,, ,(773) 429-9529,,,,Condo list
Terrace Square Condominiums,,,,, ,(847) 299-0355,,,,Condo list
Terrace Square Condominiums,,,,,Szwarek Adam,(847) 699-1324,,,,Condo list
Terrazi Condominium Assn,,,,, ,(773) 275-6648,,,,Condo list
Thirteen Thirty Five Astor,,,,,Rodriguez Paulette,(312) 943-7500,,,,Condo list
Thirty West Erie Condo Assoc,,,,,Cicato Donna,(312) 202-0346,,,,Condo list
Thorndale Beach South Condos,,,,,Sabovic Atica,(773) 769-2660,,,,Condo list
Three Willows Condo Assoc,,,,, ,(217) 367-2810,,,,Condo list
Tiara,,,,,Schilling Lindsey,(773) 338-1256,,,,Condo list
Timber Ridge Condominium Assn,,,,, ,(630) 752-1986,,,,Condo list
Timbers In Palos Condominium,,,,, ,(708) 974-9199,,,,Condo list
TLF Condominiums,,,,, ,(708) 453-3563,,,,Condo list
Tower 1 Residences Condo Assn,,,,, ,(312) 945-3351,,,,Condo list
Tower Lofts Condo Assoc,,,,, ,(312) 563-9110,,,,Condo list
Tower Residence Condominiums,,,,,Wolf Mary,(312) 291-0690,,,,Condo list
Town Square Condominiums,,,,, ,(847) 985-8461,,,,Condo list
Trafalgal Square Condominiums,,,,,Covyeau Beverly,(847) 965-9444,,,,Condo list
Tri Taylor Condominium Assn,,,,, ,(312) 666-2671,,,,Condo list
Trump International Hotel-Twr,,,,, ,(312) 644-0900,,,,Condo list
Tudor Point South,,,,, ,(217) 787-6182,,,,Condo list
Twelve Sixteen N Astor Condo,,,,, ,(312) 475-9024,,,,Condo list
Twenty One Hundred Greenwood,,,,, ,(847) 866-7147,,,,Condo list
Twin Towers Condominiums,,,,,Sabin Carmen,(309) 674-5021,,,,Condo list
Two One One Six Condo,,,,, ,(773) 868-4238,,,,Condo list
Two River Place Condo Assoc,,,,,Girdick Kari,(312) 836-1235,,,,Condo list
Two Ten E Pearson Build,,,,,Angone Nick,(312) 335-8056,,,,Condo list
Union Lofts Condominium Assn,,,,, ,(773) 927-8237,,,,Condo list
Union Square Condominiums,,,,,Fox-Greenberg Leah,(312) 494-9306,,,,Condo list
University Village Condo Assn,,,,, ,(312) 850-2812,,,,Condo list
University Village Lofts,,,,,Moore Liz,(312) 421-8584,,,,Condo list
Valley Lo Towers,,,,,Baxter Gary,(847) 998-1800,,,,Condo list
Van Guard Cmty Mgmt,,,,, ,(630) 351-2277,,,,Condo list
Vernon Park Place Condo Assn,,,,, ,(312) 492-7946,,,,Condo list
Victoria Condominium Assn,,,,, ,(773) 348-6309,,,,Condo list
Villa At Fairlawn,,,,, ,(217) 365-0076,,,,Condo list
Village Center Condo,,,,, ,(847) 577-6719,,,,Condo list
Village Green Condominium One,,,,, ,(217) 585-1068,,,,Condo list
Village Green Condominiums,,,,, ,(847) 478-9773,,,,Condo list
Village Green Condos,,,,, ,(847) 415-2741,,,,Condo list
Village View Condominium Assn,,,,, ,(773) 248-0589,,,,Condo list
Villages II LLC,,,,, ,(630) 916-6698,,,,Condo list
Villages II LLC,,,,, ,(630) 495-8209,,,,Condo list
Villages II LLC,,,,,Mahesh Prathivha,(847) 303-0320,,,,Condo list
Virginia Gardens Condo Assoc,,,,, ,(773) 728-5367,,,,Condo list
Vision On State Condominium,,,,, ,(312) 922-3995,,,,Condo list
W Barry Condo Assn,,,,, ,(773) 755-3850,,,,Condo list
W Belmont Condo Assoc,,,,, ,(773) 549-7641,,,,Condo list
Walden Parkway Condo Assoc,,,,, ,(773) 881-1398,,,,Condo list
Walker Garden Condominums,,,,, ,(847) 926-9858,,,,Condo list
Walnut Creek Apartments,,,,, ,(630) 852-5864,,,,Condo list
Warren Crossing Condo Assoc,,,,, ,(630) 663-9094,,,,Condo list
Warwick Condominium,,,,, ,(312) 266-9715,,,,Condo list
Washington House Condo Assn,,,,, ,(773) 736-3506,,,,Condo list
Washington Sq Condos LLC,,,,, ,(847) 202-3277,,,,Condo list
Washington Square Condo Assn,,,,, ,(312) 243-7521,,,,Condo list
Washington-Morgan Loftiminium,,,,, ,(312) 275-0076,,,,Condo list
Water Shedge Condominium,,,,, ,(773) 508-5504,,,,Condo list
Water Tower Commons Condo Assn,,,,, ,(815) 230-2967,,,,Condo list
Waterfall Glen Conversion,,,,,Hess Jessica,(630) 986-1855,,,,Condo list
Waterford Place-Wheaton Condo,,,,, ,(630) 752-1084,,,,Condo list
Watergate East Condo Assn,,,,, ,(773) 363-0065,,,,Condo list
Wellington Condominium Assn,,,,, ,(773) 472-6360,,,,Condo list
Wells Street Towers Condo Assn,,,,,Steele Jermeise,(312) 913-9000,,,,Condo list
West Armitage Place Condo,,,,, ,(773) 394-3795,,,,Condo list
West Belmont Condominium Assoc,,,,, ,(773) 248-0533,,,,Condo list
West Downer Condo 1 Assoc,,,,, ,(630) 892-5968,,,,Condo list
West Farwell Condominium,,,,, ,(773) 338-5178,,,,Condo list
West Grand Condo Assn,,,,, ,(708) 456-4378,,,,Condo list
West Haven Park Condominium,,,,, ,(312) 243-3443,,,,Condo list
West Market Street Condos,,,,, ,(708) 839-9730,,,,Condo list
West Rice Condo Assn Intercom,,,,, ,(773) 342-7205,,,,Condo list
West Webster Ave Condo Assn,,,,, ,(773) 348-1547,,,,Condo list
Westbrook Condominium,,,,, ,(630) 493-0495,,,,Condo list
Westbrook Condominiums,,,,,Mahoney Carrie,(708) 449-8789,,,,Condo list
Westbrook West Condominium,,,,, ,(630) 663-4814,,,,Condo list
Western Station Condominiums,,,,, ,(773) 489-0165,,,,Condo list
Westgate Crossing Condominium,,,,, ,(773) 465-4978,,,,Condo list
Westgate Terrace Condos,,,,, ,(312) 491-1398,,,,Condo list
Wheaton Center Apartments,,,,,Pommier Christine,(630) 653-2000,,,,Condo list
Whispering Meadows Comm Assoc,,,,,Johnson Pauline,(630) 882-8701,,,,Condo list
WIL-Shore Condos,,,,, ,(847) 256-6869,,,,Condo list
Wildridge Town Homes,,,,,Fennell Bob,(847) 669-6980,,,,Condo list
William Place Condominiums,,,,,Lane Mary,(708) 366-8632,,,,Condo list
Willow Heights Condo Assn,,,,, ,(847) 520-4505,,,,Condo list
Willow Pointe Condominium Assn,,,,,Ranieri Claire,(630) 530-5458,,,,Condo list
Willow Springs Condominiums,,,,,Ogle Jean,(217) 328-2525,,,,Condo list
Willow Woods Condominium Assoc,,,,, ,(847) 459-1280,,,,Condo list
Willows Management Ctr,,,,, ,(630) 851-0201,,,,Condo list
Wilshire Green North Condo,,,,, ,(708) 246-3125,,,,Condo list
Winchester Court Condo Assoc,,,,, ,(847) 816-4701,,,,Condo list
Wincott Condo Assn,,,,, ,(773) 275-0132,,,,Condo list
Wind Rivers Condominiums,,,,,Allen Trudy,(618) 786-6666,,,,Condo list
Windemere Condos,,,,, ,(847) 570-0381,,,,Condo list
Windhaven Condominiums,,,,, ,(847) 358-8022,,,,Condo list
Windridge Court Condo,,,,, ,(630) 359-3433,,,,Condo list
Windsor House Condominiums,,,,, ,(773) 784-4791,,,,Condo list
Windsor On Lathrop Condo Assoc,,,,, ,(708) 488-1439,,,,Condo list
Windsor Wood Condominium Assoc,,,,, ,(847) 394-9750,,,,Condo list
Wing Street Condominiums,,,,, ,(847) 788-8209,,,,Condo list
Winnetka Manor Condo,,,,, ,(847) 441-5425,,,,Condo list
Winnetka Mews Condominium Assn,,,,, ,(847) 501-2770,,,,Condo list
Winona Condominium,,,,, ,(773) 334-3583,,,,Condo list
Wolcott Diversey Condo Assn,,,,, ,(773) 871-3718,,,,Condo list
Wolcott Village Condo,,,,, ,(773) 506-7019,,,,Condo list
Wolf Ridge Condominium,,,,, ,(708) 492-1010,,,,Condo list
Woodgate Of Sycamore,,,,, ,(815) 895-8301,,,,Condo list
Woodlands Of Morton Grove,,,,, ,(847) 965-0667,,,,Condo list
Woods At Countryside Condos,,,,, ,(847) 359-9644,,,,Condo list
Woodstone Apartments,,,,,Bangs Pamela,(847) 746-2211,,,,Condo list
Wyndham Club Condominium,,,,,Simon Gayle,(847) 991-6161,,,,Condo list
York Meadows Condominium Assoc,,,,, ,(630) 279-7112,,,,Condo list
Zen Condominium Assn,,,,, ,(312) 829-0891,,,,Condo list
Zentz & Assoc Inc,,,,, ,(815) 624-7999,,,,Condo list
10 Otis Place Condo Assn,,,,, ,(617) 227-9718,,,,Condo list
100 High Street Condominium,,,,, ,(781) 393-9356,,,,Condo list
105 Chauncy St Security,,,,,Decicco Joe,(617) 482-3167,,,,Condo list
1080 Beacon Street Condo,,,,, ,(617) 566-0947,,,,Condo list
1087 Beacon Condo Trust,,,,, ,(617) 630-1753,,,,Condo list
109 Commonwealth Ave Condos,,,,,Ginnetty Walter,(617) 859-8383,,,,Condo list
115 Salem St LLC,,,,, ,(617) 742-3985,,,,Condo list
1160 Beacon Street Condominium,,,,, ,(617) 232-5840,,,,Condo list
133 Pembroke St Condo Trust,,,,, ,(617) 437-1264,,,,Condo list
15 Ellery Street Condominiums,,,,, ,(617) 661-0128,,,,Condo list
187 Oxford Condo Assn,,,,, ,(781) 593-1860,,,,Condo list
205 Mt Auburn St Condo Trust,,,,, ,(617) 876-0291,,,,Condo list
21 Mcgrath Hwy Condo Trust,,,,, ,(617) 770-4781,,,,Condo list
22 Mill Street Condominium,,,,, ,(781) 646-3502,,,,Condo list
250 Beacon,,,,, ,(617) 266-0858,,,,Condo list
254 Commonwealth Condo Fire,,,,, ,(617) 236-4931,,,,Condo list
26 Isabella Condo Assn,,,,, ,(617) 426-7126,,,,Condo list
27 Wareham Street Condo Trust,,,,, ,(617) 426-8602,,,,Condo list
286 Condo Village,,,,, ,(978) 465-3254,,,,Condo list
29 Concord Avenue Condominium,,,,, ,(617) 491-1709,,,,Condo list
298 Marlborough Condo Trust,,,,, ,(617) 859-0473,,,,Condo list
298 Shawmut Condo Assn,,,,, ,(617) 542-0973,,,,Condo list
317 319 Washington Condo Trust,,,,, ,(617) 254-0576,,,,Condo list
32 Yarmouth Condo Trust,,,,, ,(617) 236-5216,,,,Condo list
328 Dartmouth Condominium,,,,, ,(617) 262-9694,,,,Condo list
330 Beacon St Corp,,,,,Quinlan Barry,(617) 262-0330,,,,Condo list
34 Linneaean Condo Fire Alarm,,,,, ,(617) 864-1614,,,,Condo list
35 Channel Ctr Condos,,,,, ,(617) 737-9245,,,,Condo list
362 Commonwealth Ave,,,,, ,(617) 236-4788,,,,Condo list
386 Commercial Street Condo,,,,, ,(617) 723-9410,,,,Condo list
39 Franklin St Condo Assn,,,,, ,(617) 623-2591,,,,Condo list
40 Hancock,,,,, ,(617) 265-0613,,,,Condo list
4040 Washington St Condo,,,,, ,(617) 323-5129,,,,Condo list
411 Marlboro St Condominiums,,,,, ,(617) 536-3185,,,,Condo list
43 Center Street Condo Assn,,,,, ,(413) 582-0953,,,,Condo list
432 Columbia Street Condo Trst,,,,, ,(617) 577-1708,,,,Condo list
433 North Condominium Trust,,,,, ,(413) 443-2157,,,,Condo list
44 Prince St Condo Trust,deb lucas  ,,,,Tallent Mark,(617) 523-3705,,dlucas@barkanco.com ,,Condo list
45 47 William Streat Realty,,,,, ,(617) 868-1576,,,,Condo list
5-A Mt Vernon Condo Assn,,,,, ,(617) 265-4702,,,,Condo list
51 Common Wealth Condo,,,,, ,(617) 267-2023,,,,Condo list
55 Vernon St Condominium,,,,, ,(617) 718-2309,,,,Condo list
56 Parkvale Ave Condo,,,,, ,(617) 782-0375,,,,Condo list
61 63 St Botolph St Condo Trst,,,,, ,(617) 236-5547,,,,Condo list
63 Mt Vernon St Condo,,,,, ,(617) 234-4444,,,,Condo list
684 Massachusetts Ave Condo,,,,, ,(617) 437-1839,,,,Condo list
69 Newhall Condo Trust,,,,, ,(781) 581-3850,,,,Condo list
7 Warren Avenue Condo,,,,, ,(617) 292-2002,,,,Condo list
70-80 Park St Condominiums,,,,, ,(617) 566-9037,,,,Condo list
81 Pine Street Condo,,,,, ,(617) 491-0751,,,,Condo list
9 Arlington Street Condominium,,,,,Birembam Jeff,(617) 927-7444,,call premiere property -- they are the new managers ,,Condo list
93 Sciarappa Condo,,,,, ,(617) 868-2147,,,,Condo list
931 Massachusetts Ave Assoc,,,,, ,(617) 576-6639,,,,Condo list
